highway,maxspeed,lanes,oneway,latitude,longitude
primary,25 mph,3,yes,40.731466,-73.9855838
primary,25 mph,3,yes,40.7311419,-73.9858196
primary,25 mph,4,yes,40.7329199,-73.9845213
primary,25 mph,3,yes,40.7321185,-73.9851082
primary,25 mph,4,yes,40.7364397,-73.9819621
primary,25 mph,5,yes,40.7325799,-73.9847695
primary,25 mph,4,yes,40.7361453,-73.9821765
primary,25 mph,3,yes,40.7317757,-73.9853582
primary,25 mph,4,yes,40.734373,-73.9834672
primary,25 mph,4,yes,40.734083,-73.9836783
primary,25 mph,4,yes,40.7331968,-73.9843221
primary,25 mph,2,yes,40.7346721,-73.9899244
secondary,25 mph,3,yes,40.733418,-74.0029203
secondary,25 mph,5,yes,40.7443633,-73.9954517
secondary,25 mph,4,yes,40.7464115,-73.993964
secondary,25 mph,5,yes,40.7464431,-73.9976477
secondary,25 mph,4,yes,40.7438362,-73.9995506
secondary,25 mph,4,yes,40.7426551,-74.0004085
secondary,25 mph,4,yes,40.7414936,-74.0012559
secondary,25 mph,4,yes,40.7451029,-73.9986236
secondary,25 mph,3,yes,40.7407621,-74.0017715
secondary,25 mph,3,yes,40.7431379,-74.0000591
secondary,25 mph,3,yes,40.7419658,-74.0009089
secondary,25 mph,4,yes,40.7457521,-73.9981474
secondary,25 mph,5,no,40.7403295,-73.9866817
primary,25 mph,2,yes,40.7376011,-73.9882046
primary,25 mph,2,yes,40.7459334,-73.9822592
primary,25 mph,2,yes,40.7352643,-73.9900569
secondary,25 mph,4,no,40.7447059,-73.9970551
secondary,25 mph,4,no,40.7435094,-73.9942171
primary,25 mph,3,yes,40.7944745,-73.9717643
primary,25 mph,2,yes,40.7949149,-73.9717544
primary,25 mph,2,yes,40.7941821,-73.9722886
primary,25 mph,3,yes,40.7951835,-73.971291
primary,25 mph,2,yes,40.794524,-73.9720379
secondary,25 mph,1,yes,40.7839904,-73.9762277
secondary,25 mph,3,no,40.7828041,-73.9735333
secondary,25 mph,3,no,40.7821526,-73.9719902
secondary,25 mph,5,no,40.7854088,-73.9696014
tertiary,25 mph,2,no,40.7947547,-73.9735826
tertiary,25 mph,2,no,40.7957575,-73.9728517
secondary,25 mph,3,no,40.7806115,-73.9864055
primary,25 mph,4,yes,40.798012,-73.9637757
primary,25 mph,3,yes,40.8002344,-73.9621562
primary,25 mph,4,yes,40.7993427,-73.9628
primary,25 mph,3,yes,40.7986736,-73.9632908
tertiary,25 mph,3,yes,40.7660334,-73.9538909
primary,25 mph,3,yes,40.7198667,-73.9784227
primary,25 mph,2,yes,40.7203533,-73.9803555
primary,25 mph,3,yes,40.7199555,-73.9786407
primary,25 mph,3,yes,40.7191488,-73.9761424
primary,25 mph,2,yes,40.7189131,-73.9749429
secondary,20 mph,1,no,40.7171954,-74.0128867
trunk,30 mph,3,yes,40.717144,-74.0130435
primary,25 mph,1,yes,40.751845,-73.9677602
primary,25 mph,4,yes,40.7618785,-73.9663584
secondary,25 mph,2,yes,40.7576265,-73.9692118
trunk,20 mph,2,yes,40.7251983,-74.0099532
trunk,25 mph,2,yes,40.7246433,-74.009124
trunk,20 mph,3,yes,40.7251606,-74.0108777
trunk,20 mph,3,yes,40.7238433,-74.0081976
trunk,20 mph,3,yes,40.7254228,-74.0102983
trunk,20 mph,1,yes,40.7249391,-74.0095543
trunk,20 mph,2,yes,40.7235781,-74.0078362
trunk,20 mph,3,yes,40.7250877,-74.0102447
trunk,20 mph,2,yes,40.7258199,-74.0110582
trunk,20 mph,1,yes,40.7241409,-74.0084386
secondary,25 mph,2,yes,40.7272538,-74.0073235
trunk,30 mph,4,yes,40.7311268,-74.0103612
trunk,30 mph,6,yes,40.7176329,-74.0129228
trunk,30 mph,6,yes,40.7155553,-74.0134513
trunk,30 mph,4,yes,40.7301844,-74.0106743
trunk,30 mph,4,yes,40.7292798,-74.0107637
trunk,30 mph,5,yes,40.7255202,-74.0112384
trunk,30 mph,6,yes,40.7149739,-74.0132736
trunk,30 mph,5,yes,40.7287482,-74.0105926
trunk,30 mph,4,yes,40.7232891,-74.0116618
trunk,30 mph,5,yes,40.7262115,-74.0111296
trunk,30 mph,3,yes,40.7296422,-74.010728
trunk,30 mph,3,yes,40.7243897,-74.0114471
trunk,30 mph,3,yes,40.7281841,-74.0108809
secondary,20 mph,3,yes,40.7143559,-74.006154
secondary,20 mph,1,yes,40.7165461,-74.0043062
secondary,20 mph,2,yes,40.7186729,-74.0070293
secondary,20 mph,2,yes,40.7201188,-74.0067535
primary,25 mph,5,yes,40.7455849,-73.9721974
primary,25 mph,5,yes,40.7366394,-73.9787293
primary,25 mph,4,yes,40.7316019,-73.9823768
primary,25 mph,5,yes,40.7384194,-73.9805295
primary,25 mph,6,yes,40.7455506,-73.9753288
primary,25 mph,5,yes,40.7411413,-73.9785703
primary,25 mph,5,yes,40.7387255,-73.980307
primary,25 mph,6,yes,40.7453111,-73.9755051
primary,25 mph,5,yes,40.7414474,-73.9783341
primary,25 mph,6,yes,40.739965,-73.9794107
primary,25 mph,5,yes,40.7393451,-73.9798584
primary,25 mph,6,yes,40.7425149,-73.9775466
primary,25 mph,6,yes,40.7449793,-73.9757494
secondary,25 mph,5,no,40.7367975,-73.978312
secondary,25 mph,4,no,40.7355539,-73.9753618
secondary,25 mph,5,no,40.7369852,-73.9787532
primary,25 mph,5,no,40.7446469,-73.975545
primary,25 mph,5,no,40.7433322,-73.9724346
secondary,25 mph,3,no,40.745828,-73.9762842
primary,25 mph,3,yes,40.7457199,-73.9770611
secondary,25 mph,1,yes,40.7117717,-73.9680839
secondary,25 mph,1,yes,40.7121646,-73.9679048
secondary,25 mph,1,yes,40.7107976,-73.9685028
secondary,25 mph,1,yes,40.7090626,-73.9684611
secondary,25 mph,2,yes,40.7060564,-73.9680623
secondary,25 mph,1,yes,40.711241,-73.9683194
secondary,25 mph,1,yes,40.7125075,-73.9677489
secondary,25 mph,1,yes,40.7004912,-73.9625763
secondary,25 mph,3,no,40.7040842,-73.9669562
secondary,25 mph,1,yes,40.7098292,-73.968497
secondary,25 mph,1,yes,40.7105897,-73.9685269
secondary,25 mph,2,yes,40.700302,-73.9623455
secondary,25 mph,1,yes,40.7105606,-73.9664222
secondary,25 mph,1,yes,40.7107609,-73.9676199
secondary,25 mph,2,yes,40.7102949,-73.9635839
primary,20 mph,3,yes,40.7047576,-74.0151296
primary,20 mph,2,yes,40.7048084,-74.0165553
primary,20 mph,3,yes,40.7049116,-74.0160245
primary,20 mph,2,yes,40.7046354,-74.0146217
secondary,20 mph,3,yes,40.7120819,-74.0058878
secondary,20 mph,2,yes,40.7119955,-74.0045329
trunk,30 mph,5,yes,40.7069578,-74.0158191
trunk,30 mph,5,yes,40.7067572,-74.0159019
motorway_link,25 mph,3,yes,40.7073248,-74.0155789
secondary,25 mph,4,yes,40.7675612,-73.982249
secondary,25 mph,5,yes,40.7640837,-73.9847966
secondary,25 mph,5,yes,40.7643657,-73.9845888
motorway,40 mph,3,yes,40.7091763,-73.9957783
primary,20 mph,4,no,40.7103689,-74.0009851
primary,20 mph,4,no,40.7107722,-74.0006738
primary,20 mph,2,yes,40.7101697,-73.9918344
primary,20 mph,2,yes,40.7103543,-73.9920988
motorway_link,25 mph,1,yes,40.7087482,-73.9996062
secondary,25 mph,4,yes,40.7686935,-73.9925538
secondary,25 mph,4,yes,40.7668144,-73.9939219
secondary,25 mph,5,no,40.779622,-73.9846179
trunk,30 mph,4,yes,40.7442244,-74.0085357
trunk,30 mph,3,yes,40.7448938,-74.0084141
secondary,25 mph,3,yes,40.7329724,-74.0063983
secondary,25 mph,2,yes,40.7307777,-74.0067486
secondary,25 mph,1,yes,40.7431452,-74.0086453
primary,25 mph,4,no,40.7708493,-73.992666
secondary,25 mph,4,no,40.7801645,-73.9853237
secondary,25 mph,3,no,40.7700569,-73.9804778
primary,25 mph,4,yes,40.7804168,-73.9766197
primary,25 mph,4,yes,40.7800782,-73.976853
primary,25 mph,4,yes,40.7775836,-73.978679
primary,25 mph,4,yes,40.7788214,-73.9777941
primary,25 mph,3,yes,40.7782478,-73.9782044
primary,25 mph,3,yes,40.7794463,-73.9773242
secondary,25 mph,4,no,40.7763015,-73.9761466
secondary,25 mph,4,no,40.7723673,-73.966826
primary,25 mph,6,yes,40.7489619,-73.9728475
primary,25 mph,5,yes,40.7500215,-73.9720613
primary,25 mph,6,yes,40.747761,-73.9737175
primary,25 mph,4,yes,40.7530015,-73.969886
primary,25 mph,5,yes,40.7503518,-73.971818
primary,25 mph,6,yes,40.7469897,-73.9742757
primary,25 mph,5,yes,40.7482418,-73.9733694
primary,25 mph,4,yes,40.7538881,-73.9959729
primary,25 mph,5,yes,40.7535563,-73.9962103
secondary,25 mph,4,yes,40.7528207,-73.9967543
secondary,25 mph,3,yes,40.7512173,-73.9988801
secondary,25 mph,2,yes,40.7553245,-73.9968982
primary,25 mph,2,yes,40.7598742,-73.9990624
primary,25 mph,3,no,40.7608321,-73.9982947
primary,25 mph,3,no,40.7613923,-73.9996345
residential,25 mph,1,yes,40.7512737,-73.9877076
primary,25 mph,4,no,40.7474476,-73.9822075
primary,25 mph,4,no,40.7482133,-73.9839942
secondary,25 mph,2,yes,40.7508586,-73.9844093
trunk,30 mph,5,yes,40.7623459,-74.000572
secondary,25 mph,5,yes,40.7558529,-73.9770606
secondary,25 mph,5,yes,40.7596846,-73.9742652
secondary,25 mph,5,yes,40.7609665,-73.9733337
secondary,25 mph,2,yes,40.7612558,-73.9731219
secondary,25 mph,4,yes,40.7588007,-73.9749081
secondary,25 mph,4,yes,40.7550486,-73.9776375
secondary,25 mph,4,yes,40.7614845,-73.9867
secondary,25 mph,3,yes,40.7619809,-73.9863336
secondary,25 mph,6,no,40.7490721,-74.0068812
trunk,30 mph,5,yes,40.7572238,-74.0049248
trunk,30 mph,4,yes,40.752082,-74.0079254
trunk,30 mph,4,yes,40.754833,-74.0066639
trunk,30 mph,3,yes,40.7560871,-74.0057508
trunk,30 mph,3,yes,40.7513747,-74.0081951
trunk,30 mph,4,yes,40.7506846,-74.008425
secondary,25 mph,4,no,40.7498793,-74.0073872
secondary,25 mph,5,no,40.7501197,-74.0079601
primary,25 mph,1,yes,40.7107887,-73.9526361
primary,25 mph,1,yes,40.7108034,-73.9529381
tertiary,25 mph,1,yes,40.7221253,-73.9586938
secondary,25 mph,1,yes,40.7225619,-73.9571687
secondary,25 mph,1,yes,40.703551,-73.9663142
residential,25 mph,1,yes,40.7034585,-73.9654609
residential,25 mph,1,yes,40.7015083,-73.96245
residential,25 mph,1,yes,40.7020522,-73.9631027
secondary,25 mph,1,yes,40.7013217,-73.9634851
secondary,25 mph,2,yes,40.7012837,-73.9635419
secondary,25 mph,2,yes,40.7000963,-73.9875376
secondary,20 mph,3,no,40.7135877,-73.9978821
primary,25 mph,2,yes,40.7334783,-73.9910473
secondary,20 mph,2,yes,40.7149677,-74.0022103
primary,25 mph,2,yes,40.7214831,-73.9836427
primary,25 mph,2,yes,40.7211105,-73.9824177
primary,25 mph,3,no,40.7189079,-73.9880243
trunk,35 mph,3,yes,40.7156089,-73.9948657
primary,25 mph,3,yes,40.7200051,-73.9932485
primary,25 mph,3,yes,40.7193,-73.9909296
primary,25 mph,3,yes,40.7186057,-73.9886488
primary,25 mph,3,yes,40.7188436,-73.9894326
primary,25 mph,3,yes,40.7202007,-73.9937716
primary,25 mph,3,yes,40.7188557,-73.9753625
primary,25 mph,2,yes,40.7188166,-73.9749584
primary,20 mph,4,no,40.702546,-74.0139678
trunk,20 mph,2,yes,40.7236613,-74.0077823
secondary,20 mph,3,no,40.7165913,-74.0115569
primary,25 mph,4,yes,40.7227776,-74.0062777
primary,25 mph,4,yes,40.7233887,-74.0061757
trunk,30 mph,5,yes,40.7161947,-74.0129869
motorway_link,25 mph,2,yes,40.7210708,-74.0067398
motorway_link,25 mph,1,yes,40.7210613,-74.0079933
motorway_link,25 mph,1,yes,40.7207742,-74.0075924
secondary,25 mph,5,yes,40.761955,-73.9726117
secondary,25 mph,5,yes,40.7615644,-73.9728959
primary,25 mph,5,no,40.7586479,-73.9637159
primary,25 mph,6,no,40.7590606,-73.9646934
secondary,25 mph,2,no,40.7599329,-73.9626812
trunk,30 mph,5,yes,40.7656785,-73.9977298
trunk,30 mph,5,yes,40.7646979,-73.9984447
trunk,30 mph,4,yes,40.7660841,-73.997433
trunk,30 mph,5,yes,40.7671053,-73.99669
trunk,30 mph,4,yes,40.7694183,-73.9947546
trunk,30 mph,4,yes,40.7688593,-73.9954182
trunk,30 mph,5,yes,40.7684492,-73.9957117
trunk,30 mph,4,yes,40.7665199,-73.9971173
trunk,30 mph,4,yes,40.7655058,-73.9978555
trunk,30 mph,4,yes,40.7657321,-73.9974223
primary,25 mph,5,yes,40.7459436,-73.9750395
secondary,25 mph,4,yes,40.7462483,-73.9753524
secondary,25 mph,4,no,40.781367,-73.9714934
primary,25 mph,2,yes,40.7938558,-73.9725241
primary,25 mph,2,yes,40.7928922,-73.9732145
primary,25 mph,2,yes,40.7932055,-73.9729837
primary,25 mph,3,yes,40.7935399,-73.9727441
primary,25 mph,4,yes,40.7891391,-73.970279
primary,25 mph,4,yes,40.7955685,-73.9655639
primary,25 mph,4,yes,40.7903945,-73.9693524
primary,25 mph,4,yes,40.7808677,-73.9762997
primary,25 mph,4,yes,40.7897685,-73.9698146
primary,25 mph,3,yes,40.7967858,-73.9646728
primary,25 mph,4,yes,40.7885078,-73.9707301
secondary,25 mph,4,no,40.7859776,-73.9709473
secondary,25 mph,4,no,40.7870915,-73.9735957
trunk,30 mph,4,yes,40.7612843,-74.0019662
trunk,30 mph,5,yes,40.7602739,-74.0024119
trunk,30 mph,4,yes,40.7608836,-74.002262
trunk,30 mph,4,yes,40.7570569,-74.004753
primary,25 mph,5,yes,40.7687142,-73.9553346
primary,25 mph,5,yes,40.7699583,-73.9544263
primary,25 mph,5,yes,40.7690315,-73.9551029
primary,25 mph,6,yes,40.7696822,-73.9546279
primary,25 mph,5,yes,40.77027,-73.9541983
primary,25 mph,6,yes,40.7709522,-73.9536918
primary,25 mph,5,yes,40.7706322,-73.9539298
primary,25 mph,5,yes,40.7735814,-73.9517781
primary,25 mph,5,yes,40.7717705,-73.9530952
primary,25 mph,5,yes,40.7670508,-73.95654
primary,25 mph,5,yes,40.7672717,-73.9563838
primary,25 mph,5,yes,40.7715661,-73.953245
primary,25 mph,5,yes,40.7712549,-73.9534718
primary,25 mph,4,yes,40.7754806,-73.9503927
primary,25 mph,6,yes,40.7684056,-73.9555598
primary,25 mph,4,yes,40.774221,-73.9513125
primary,25 mph,4,yes,40.7729235,-73.9522567
primary,25 mph,5,yes,40.7693584,-73.9548642
primary,25 mph,6,yes,40.7721159,-73.9528449
primary,25 mph,5,yes,40.7748539,-73.9508508
primary,25 mph,5,yes,40.7680652,-73.9558083
secondary,25 mph,4,yes,40.7633129,-73.9737288
residential,25 mph,1,yes,40.7298833,-73.9886501
secondary,25 mph,4,no,40.740663,-73.9874692
residential,25 mph,1,yes,40.7410838,-73.9825657
service,5 mph,1,no,40.7111191,-74.0170303
service,25 mph,1,yes,40.7360828,-73.977028
service,20 mph,1,no,40.7043398,-74.0107968
service,25 mph,1,yes,40.733468,-73.9808985
service,25 mph,1,no,40.7160986,-73.9764536
service,25 mph,1,no,40.7183388,-73.9773062
service,20 mph,1,no,40.7217438,-73.9769899
motorway,40 mph,3,yes,40.7244002,-73.9732848
motorway,40 mph,3,yes,40.7200783,-73.974838
trunk,30 mph,2,yes,40.7057502,-73.9962761
trunk,25 mph,3,yes,40.7019934,-73.9918345
trunk,30 mph,3,yes,40.7102883,-74.0022503
trunk,30 mph,2,yes,40.7102756,-74.0019615
secondary,25 mph,3,yes,40.7317083,-74.0008428
residential,25 mph,1,yes,40.7300453,-74.0023192
primary_link,25 mph,2,yes,40.7283518,-74.0025809
primary,25 mph,3,yes,40.7282588,-74.0029035
primary,25 mph,4,yes,40.728168,-74.0022304
primary,25 mph,4,yes,40.7279391,-74.0030416
primary,25 mph,2,yes,40.7208568,-73.9820174
trunk,30 mph,4,yes,40.706814,-74.0161435
trunk,30 mph,4,yes,40.7074597,-74.0156202
residential,20 mph,1,no,40.7098308,-74.0148891
trunk,30 mph,4,yes,40.7089661,-74.0150426
primary,20 mph,4,no,40.7083766,-74.0030749
residential,20 mph,2,yes,40.7203312,-74.0121652
trunk,30 mph,3,yes,40.7194449,-74.0124885
trunk,30 mph,4,yes,40.7272842,-74.0107487
secondary,25 mph,2,no,40.7207071,-73.981309
secondary,25 mph,2,no,40.7292898,-73.9750772
primary,25 mph,5,no,40.7530347,-73.97981
secondary,25 mph,2,yes,40.7539791,-73.9784164
primary,25 mph,4,yes,40.7403143,-73.9760404
secondary,25 mph,5,yes,40.7515787,-73.9822776
secondary,25 mph,2,no,40.7319697,-73.9840314
primary,25 mph,6,no,40.7297146,-73.9897985
secondary,25 mph,3,no,40.7331163,-73.9867527
secondary,25 mph,4,no,40.7398539,-73.9855615
residential,20 mph,1,no,40.7110604,-74.0145278
trunk,30 mph,4,yes,40.7140611,-74.0135658
trunk,20 mph,5,no,40.7171891,-73.9987452
trunk,20 mph,5,no,40.7222256,-74.0058358
primary,20 mph,1,no,40.7134861,-73.9985712
primary,25 mph,4,yes,40.7738102,-73.9814382
primary,25 mph,5,yes,40.7732925,-73.9818149
primary,25 mph,3,yes,40.7677668,-73.9816124
primary,25 mph,4,yes,40.7676986,-73.9820084
primary,25 mph,5,yes,40.7681837,-73.9814344
primary,25 mph,3,yes,40.7943251,-73.970178
primary,25 mph,3,yes,40.7230802,-73.99293
primary,25 mph,2,yes,40.7212851,-73.9936136
primary,25 mph,2,yes,40.7254275,-73.9920965
primary,25 mph,2,yes,40.7245413,-73.9924103
residential,25 mph,2,no,40.7327691,-74.0080804
residential,25 mph,1,yes,40.7147398,-73.9772208
residential,25 mph,1,yes,40.7256467,-73.9920715
primary,25 mph,2,yes,40.7189844,-73.9751593
secondary,25 mph,1,yes,40.7197006,-73.9982954
secondary,25 mph,1,yes,40.7191196,-73.9966665
residential,25 mph,1,yes,40.7216405,-73.9935391
residential,25 mph,1,yes,40.7226602,-73.9979656
residential,25 mph,1,yes,40.7235935,-73.9999695
residential,25 mph,1,yes,40.725066,-74.0029975
residential,20 mph,3,no,40.7138246,-74.0140197
primary,25 mph,3,yes,40.7314889,-73.9903339
residential,25 mph,1,yes,40.7320627,-73.9965122
secondary,20 mph,3,yes,40.7203534,-74.0051988
secondary,25 mph,4,yes,40.7493423,-73.9880742
secondary,25 mph,3,yes,40.7389307,-74.0032166
secondary,25 mph,2,yes,40.7376692,-74.0046411
secondary,25 mph,2,yes,40.7293993,-74.0069735
primary,25 mph,2,yes,40.7308486,-73.9905231
primary,25 mph,2,yes,40.7268323,-73.9939774
unclassified,25 mph,1,yes,40.7280201,-74.0021473
secondary,20 mph,2,yes,40.7152471,-74.009478
secondary,25 mph,2,yes,40.7844092,-73.9583205
secondary,25 mph,2,yes,40.7831491,-73.9592377
primary,20 mph,1,yes,40.7032656,-74.0078849
residential,25 mph,1,yes,40.7013511,-73.9867481
secondary,25 mph,2,yes,40.7004223,-73.9865134
residential,25 mph,1,yes,40.7044376,-73.9870401
residential,25 mph,1,yes,40.7043822,-73.9855753
secondary,25 mph,3,yes,40.700717,-73.9889761
secondary,20 mph,2,no,40.7278881,-73.976071
secondary,20 mph,2,no,40.7208939,-73.9811778
residential,25 mph,1,yes,40.7486061,-73.9519462
secondary,25 mph,4,yes,40.7580867,-73.9754267
primary,25 mph,2,yes,40.7327059,-73.9519676
unclassified,25 mph,1,yes,40.7530214,-73.9974787
residential,25 mph,1,yes,40.7190322,-73.989773
primary,25 mph,4,yes,40.7189901,-73.989357
residential,25 mph,1,yes,40.716775,-73.990054
primary,25 mph,3,yes,40.7454679,-73.9824456
tertiary,25 mph,1,yes,40.745844,-73.9843085
secondary,25 mph,3,yes,40.7455569,-73.9845673
residential,20 mph,1,yes,40.7057789,-74.0084533
secondary,20 mph,1,yes,40.7159595,-73.9952425
residential,25 mph,1,yes,40.7139753,-73.9871251
residential,25 mph,1,yes,40.7346494,-73.9882808
residential,25 mph,1,yes,40.733491,-73.985527
residential,25 mph,1,yes,40.7325144,-73.9832119
residential,25 mph,2,yes,40.7299697,-73.9909256
secondary,25 mph,3,yes,40.7347686,-73.9987278
unclassified,25 mph,2,yes,40.7001969,-73.9867263
residential,20 mph,1,yes,40.7119594,-73.9897549
residential,25 mph,1,no,40.7127878,-73.988416
residential,20 mph,1,yes,40.7133534,-73.9901169
residential,2 mph,1,no,40.71266,-73.9899406
residential,20 mph,1,no,40.7119754,-73.9898344
primary,25 mph,3,yes,40.7190305,-73.9900464
residential,25 mph,1,yes,40.7155744,-73.9775696
residential,20 mph,1,yes,40.7106696,-73.9898625
residential,25 mph,1,yes,40.7605216,-73.9877266
residential,25 mph,2,yes,40.7593303,-73.9848783
secondary,20 mph,2,no,40.7138374,-73.9928672
secondary,20 mph,1,yes,40.7143615,-73.9929222
residential,25 mph,1,yes,40.7135534,-73.9851628
residential,25 mph,1,yes,40.7137957,-73.9851376
secondary,25 mph,3,yes,40.7291952,-74.0024419
primary,25 mph,2,yes,40.7190014,-73.9753338
primary,25 mph,3,yes,40.718807,-73.975177
secondary,25 mph,2,yes,40.7386151,-74.0035832
residential,25 mph,2,yes,40.7133582,-73.998845
secondary,25 mph,2,yes,40.7161602,-73.9948161
residential,25 mph,2,yes,40.7467972,-73.9728651
secondary,25 mph,4,no,40.7183941,-73.9937219
secondary,25 mph,4,no,40.7227754,-73.9914882
primary,25 mph,5,yes,40.7583379,-73.9660217
residential,20 mph,1,yes,40.7117476,-74.0070171
secondary,20 mph,2,yes,40.7115821,-74.007456
secondary,20 mph,2,yes,40.7119141,-74.0065756
secondary,25 mph,3,yes,40.761203,-73.9657282
motorway,40 mph,3,yes,40.7657267,-73.9514444
motorway,40 mph,3,yes,40.765794,-73.9515394
residential,25 mph,1,yes,40.7400636,-73.9881272
primary,25 mph,2,yes,40.7393351,-73.9869391
primary,25 mph,2,yes,40.7397093,-73.9866594
primary,25 mph,2,yes,40.7213574,-73.9832273
primary,25 mph,2,yes,40.7210344,-73.9826042
primary,25 mph,1,no,40.7222244,-73.9863005
primary,25 mph,4,yes,40.7555113,-73.968069
unclassified,25 mph,1,yes,40.7537328,-73.9991818
primary,25 mph,2,yes,40.7234867,-73.9906859
primary,25 mph,6,yes,40.746646,-73.9745244
residential,25 mph,1,yes,40.7446303,-74.000855
unclassified,25 mph,1,yes,40.7440388,-74.0031139
residential,25 mph,1,yes,40.7428673,-74.0039668
residential,25 mph,1,yes,40.7410428,-74.0034046
residential,25 mph,2,no,40.7402958,-74.0038156
secondary,25 mph,5,yes,40.74909,-73.9840819
secondary,25 mph,2,yes,40.7484922,-73.9806639
secondary,25 mph,3,yes,40.7473607,-73.978003
secondary,25 mph,4,yes,40.7454554,-73.9804321
primary,25 mph,6,yes,40.7548666,-73.9714825
secondary,25 mph,3,yes,40.7489905,-73.979962
secondary,25 mph,4,yes,40.748099,-73.9785122
secondary,25 mph,4,yes,40.7492465,-73.9776762
secondary,25 mph,2,yes,40.7550816,-73.9767368
secondary,25 mph,4,yes,40.7555406,-73.9772824
secondary,25 mph,4,yes,40.757547,-73.9758207
secondary,25 mph,4,yes,40.759792,-73.9762927
secondary,25 mph,5,yes,40.7606527,-73.9735619
secondary,25 mph,4,yes,40.7607278,-73.9756124
secondary,25 mph,2,yes,40.7644695,-73.9715101
secondary,25 mph,3,yes,40.7657966,-73.9698073
secondary,25 mph,1,yes,40.7000982,-73.9870931
primary,25 mph,3,yes,40.7676795,-73.9818191
primary,25 mph,1,yes,40.7683609,-73.981971
primary,25 mph,4,yes,40.7679122,-73.9822621
tertiary,25 mph,3,yes,40.7516521,-73.9980649
secondary,25 mph,2,no,40.6985101,-73.9969411
primary,25 mph,4,yes,40.761842,-73.9938571
unclassified,25 mph,1,yes,40.754218,-74.00035
primary,25 mph,6,no,40.7575629,-74.0006654
secondary,25 mph,4,yes,40.7488149,-73.9884651
